publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
Selected Annual Reviews of the Analytical Sciences	0300-9963		1971	1		1974	4		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332313931383739343531				fulltext		
Semiconductor Science and Technology	0268-1242		1986	1	1	1998	13	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2332323930343839303637				fulltext		
Signal	00374954		1970	3	Sep 1, 1970	2003	0	Jan 1, 2003	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817156				fulltext		
Sloan Management Review	0019-848X		1991	33	1	1995	36	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333353835383939383936				fulltext		
Smart Materials and Structures	0964-1726		1992	1	1	1998	7	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2333393634373632343231				fulltext		
Social History of Medicine	0951-631X	1477-4666	1988	1	1	1995	8	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333363734343834383934				fulltext		
Social Philosophy and Policy	0265-0525	1471-6437	1983	1	1	2001	18	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334313434303838323030				fulltext		
Social Politics: International Studies in Gender, State and Society	1072-4745	1468-2893	1994	1	1	1995	2	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333393131393534323735				fulltext		
Social Research	0037-783X		1934	1	1	1960	27	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332323732343938373232				fulltext		
Social Research	0037-783X		1991	58	1	1995	62	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332323732343938373232				fulltext		
Social Sciences and Missions	1874-8937	1874-8945	2007	20	1	2009	22	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333353035383335373839				fulltext		
Social Service Review	0037-7961		1927	1	1	1995	69	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332373739303233353930				fulltext		
Social Studies	0037-7996			74	3		74	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23393937393230323138				fulltext		
Social Studies	0037-7996		1934	25	1	1995	86	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23393937393230323138				fulltext		
Societies Without Borders	1871-8868	1872-1915	2006	1	1	2009	4	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%233631393738383038				fulltext		
Society & Animals	1063-1119	1568-5306	2008	16	4	2009	17	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23363132353833393032				fulltext		
Society and Animals	1063-1119	1568-5306	1993	1	1	2008	16	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23393339343739333833				fulltext		
Soft Matter	1744-683X	1744-6848	2005	1	1	2007	3	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2331363833353637363338				fulltext		
Southeast Asian Perspectives	0042-577x		1971		1	1974		10	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333353931313633323432				fulltext		
Southeastern Europe	0094-4467	1876-3332	2002	29	1	2002	29	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334323235303030323032				fulltext		
Southeastern Europe	0094-4467	1876-3332	2007	32	1	2007	32	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334323235303030323032				fulltext		
Southeastern Europe	0094-4467	1876-3332	2009	33	1	2009	33	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334323235303030323032				fulltext		
Southern Literary Journal	0038-4291		1968	1	1	1996	28	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331383739303831373236				fulltext		
Spanish Yearbook of International Law Online	0928-0634	2211-6125	2001	8	1: 2001-2002	2001	8	1: 2001-2002	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332333134323135313637				fulltext		
Spanish Yearbook of International Law Online	0928-0634	2211-6125	2003	9	1	2005	11	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332333134323135313637				fulltext		
Spanish Yearbook of International Law Online	0928-0634	2211-6125	2008	14	1	2009	15	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332333134323135313637				fulltext		
Spare Rib	0306-7971		1972		1	1992		239	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313337323334343737%2333383234353738313239				fulltext		
Spatial Vision	0169-1015	1568-5683	1985	1	1	2009	22	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333363737313532373934				fulltext		
Special Discussions of the Faraday Society	0370-9302		1970	1		1970	1		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%23363532373935363730				fulltext		
Statute Law Review	0144-3593	1464-3863	1980	1	3	1995	16	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331353834353230353230				fulltext		
Studies in American Political Development	0898-588X	1469-8692	1986	1		1987	2		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332323130353336343437				fulltext		
Studies in American Political Development	0898-588X	1469-8692	1989	3		1997	11	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332323130353336343437				fulltext		
Studies in Central and East Asian Religions	0904-2431	1570-0712	2001	12	1	2001	12	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23323533343839373339				fulltext		
Studies in Philology	0039-3738		1906	1		1908	3		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333313432383832363338				fulltext		
Studies in Philology	0039-3738		1910	4		1913	11		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333313432383832363338				fulltext		
Studies in Philology	0039-3738		1915	12		1950	47	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333313432383832363338				fulltext		
Studies in Philology	0039-3738		1952	49		1990	87	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333313432383832363338				fulltext		
Studies in Romanticism	0039-3762		1961	1	1	1995	34	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332393835383334333935				fulltext		
Studies in Second Language Acquisition	0272-2631	1470-1545	1978	1	1	1996	18	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331373738313631343133				fulltext		
Studies in Short Fiction	0039-3789		1963	1	1	1995	32	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333323030373135343636				fulltext		
Studies in the Humanities	00393800		1969	1	1	2000	27	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817297				fulltext		
Superconductor Science and Technology	0953-2048		1988	1	1	1998	11	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2331363838393436303733				fulltext		
Symposia of the Faraday Society	0430-0696		1967	1		1971	5		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2334323238373137393338				fulltext		
Symposium	0039-7709		1960	14	4	1995	49	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333313430343339313235				fulltext		
Symposium; a Journal Devoted to Modern Foreign Languages and Literature	0039-7709		1946	1	1	1960	14	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332303731373336333336				fulltext		
Systematic Biology	1063-5157	1076-836X	1952	1	1	1952	1	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313836333134323734				fulltext		
Systematic Biology	1063-5157	1076-836X	1968	17	1	1975	24	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313836333134323734				fulltext		
Systematic Biology	1063-5157	1076-836X	1977	26	1	1977	26	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313836333134323734				fulltext		
Systematic Biology	1063-5157	1076-836X	1979	28	1	1986	35	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313836333134323734				fulltext		
Systematic Biology	1063-5157	1076-836X	1988	37	3	1989	38	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313836333134323734				fulltext		
Systematic Biology	1063-5157	1076-836X	1991	40	1	1995	44	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313836333134323734				fulltext		
Systematic Zoology	0039-7989		1952	1	4	1967	16	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331303635353831393734				fulltext		
Systematic Zoology	0039-7989		1969	18	2	1973	22	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331303635353831393734				fulltext		
Systematic Zoology	0039-7989		1976	25	1	1976	25	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331303635353831393734				fulltext		
Systematic Zoology	0039-7989		1978	27	1	1979	28	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331303635353831393734				fulltext		
Systematic Zoology	0039-7989		1984	33	3	1990	39	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331303635353831393734				fulltext		
T'oung Pao	0082-5433	1568-5322	1891	2	1	1893	4	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1898	9	1	1898	9	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1900	1	1	1900	1	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1904	5	1	1907	8	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1909	10	1	1918	19	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1920	20	1	1920	20	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1922	21	1	1925	24	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1927	25	1	1927	25	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1929	26	1	1934	31	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1936	32	1	1940	36	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1942	37	1	1942	37	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1950	39	1	1954	43	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1956	44	1	1960	48	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
T'oung Pao	0082-5433	1568-5322	1962	49	1	2009	95	4-5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393935393335333331				fulltext		
Teachers' College Journal	0010-7476		1929	1		1933	5		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332323237383033323730				fulltext		
Teachers' College Journal	0010-7476		1935	6		1967	39	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332323237383033323730				fulltext		
Teaching Mathematics and its Applications	0268-3679	1471-6976	1982	1	1	1995	14	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331343138353834333134				fulltext		
Tempo	0040-2982	1478-2286	1939		2	1939		4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333303434333238353535				fulltext		
Tempo	0040-2982	1478-2286	1944		8	2002		222	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333303434333238353535				fulltext		
Tennyson Research Bulletin	00822841		1967	1	1	1979	3	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817557				fulltext		
Tennyson Research Bulletin	00822841		1981	3	5	1983	4	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817557				fulltext		
Tennyson Research Bulletin	00822841		1985	4	4	1986	4	5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817557				fulltext		
Tennyson Research Bulletin	00822841		1988	5	2	2001	7	5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817557				fulltext		
Terrestrial Arthropod Reviews	1874-9828	1874-9836	2008	1	1	2009	2	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332353833303337363330				fulltext		
The American Journal of Hygiene	0002-9262	1476-6256	1959	70	1	1959	70	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332333938313938383139				fulltext		
The Analyst	0003-2654	1364-5528	1876	1	1	2007	132	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332323030343530383435				fulltext		
The ANZIAM Journal	1446-1811	1446-8735	2000	42	1	2008	49	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331393231333030323234				fulltext		
The Beethoven Journal	10878262		1986	1	1	2000	15	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817914				fulltext		
The British Journal for the History of Science	0007-0874	1474-001X	1962	1	1	2000	33	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333333437323233313734				fulltext		
The British Journal for the Philosophy of Science	0007-0882	1464-3537	1966	17	2	1995	46	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333393034373639323936				fulltext		
The British Journal of Aesthetics	0007-0904	1468-2842	1960	ONE	1	1995	35	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332323535373139343839				fulltext		
The Byron Journal	03017257		1973	1	Jan 1, 1973	2000	28	Jan 1, 2000	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818269				fulltext		
The Cambridge Law Journal	0008-1973	1469-2139	1921	1	1	1939	7	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334313332323333383737				fulltext		
The Cambridge Law Journal	0008-1973	1469-2139	1941	7	2	1997	56	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334313332323333383737				fulltext		
The Cambridge Quarterly	0008-199X	1471-6836	1965	I	1	1995	XXIV	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331383430313433353434				fulltext		
The China Nonprofit Review	1876-5092	1876-5149	2009	1	1	2009	1	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332393438333337313834				fulltext		
The Classical Quarterly	0009-8388	1471-6844	1907	1	1	1961	11	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23333239393133303438				fulltext		
The Classical Quarterly	0009-8388	1471-6844	1963	13	1	1965	15	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23333239393133303438				fulltext		
The Classical Quarterly	0009-8388	1471-6844	1967	17	2	1972	22	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23333239393133303438				fulltext		
The Classical Quarterly	0009-8388	1471-6844	1974	24	2	1976	26	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23333239393133303438				fulltext		
The Classical Quarterly	0009-8388	1471-6844	1978	28	1	1979	29	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23333239393133303438				fulltext		
The Classical Quarterly	0009-8388	1471-6844	1981	31	1	1981	31	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23333239393133303438				fulltext		
The Classical Quarterly	0009-8388	1471-6844	1984	34	1	2000	50	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23333239393133303438				fulltext		
The Classical Review	0009-840X	1464-3561	1887	1	2-3	1933	47	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331313332303536333531				fulltext		
The Classical Review	0009-840X	1464-3561	1951	1	1	1961	11	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331313332303536333531				fulltext		
The Classical Review	0009-840X	1464-3561	1963	13	1	1978	28	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331313332303536333531				fulltext		
The Classical Review	0009-840X	1464-3561	1981	31	1	1989	39	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331313332303536333531				fulltext		
The Classical Review	0009-840X	1464-3561	1991	41	2	1997	47	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331313332303536333531				fulltext		
The English Historical Review	0013-8266	1477-4534	1886	I	III	1995	CX	439	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333393539353735303634				fulltext		
The English Historical Review	0013-8266	1477-4534	1886	I	III	1995	CX	439	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333393539353735303634				fulltext		
The European Journal of Orthodontics	0141-5387	1460-2210	1979	1	1	1995	17	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23363431383738323436				fulltext		
The European Journal of Public Health	1101-1262	1464-360X	1991	1	1	1995	5	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333303535383035333131				fulltext		
The Gaskell Society Journal	09517200		1987	1	Summer 1987	2005	19	Jan 1, 2005	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818257				fulltext		
The Gerontologist	0016-9013	1758-5341	1961	1	1	1970	10	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333383830373131353033				fulltext		
The Gerontologist	0016-9013	1758-5341	1972	12	4	1995	35	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333383830373131353033				fulltext		
The Hague Journal of Diplomacy	1871-1901	1871-191X	2006	1	1	2009	4	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23323033333837323737				fulltext		
The Historical Journal	0018-246X	1469-5103	1958	1	1	1996	39	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332373634303338393135				fulltext		
The International Journal of Children's Rights	0927-5568	1571-8182	1993	1	2	2009	17	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331323535323632353833				fulltext		
The International Journal of Marine and Coastal Law	0927-3522	1571-8085	1990	5	1	1990	5	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333363231343434313530				fulltext		
The International Journal of Marine and Coastal Law	0927-3522	1571-8085	1993	8	1	2009	24	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333363231343434313530				fulltext		
The International Journal of the Platonic Tradition	1872-5082	1872-5473	2007	1	1	2009	3	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333393338373733373236				fulltext		
The Italian Yearbook of International Law Online	0391-5107	2211-6133	2000	10	1	2009	19	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23363236393233393535				fulltext		
The Journal of African History	0021-8537	1469-5138	1960	1	1	1996	37	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331313531303734333032				fulltext		
The Journal of Agricultural Science	0021-8596	1469-5146	1905	1	1	1996	127	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23343432363632343339				fulltext		
The Journal of Architecture	1360-2365	1466-4410	1996	1	1	1996	1	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%23363130363134393431				fulltext		
The Journal of Ecclesiastical History	0022-0469	1469-7637	1950	1	1	1997	48	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333383537313031333738				fulltext		
The Journal of Economic History	0022-0507	1471-6372	1941	1	S1	2000	60	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333393334323139343734				fulltext		
The Journal of Heredity	0022-1503	1465-7333	1982	73	6	1982	73	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332353933313330393535				fulltext		
The Journal of Jewish Thought and Philosophy	1053-699X	1477-285X	2000	9	1	2001	10	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333333530383133363538				fulltext		
The Journal of Jewish Thought and Philosophy	1053-699X	1477-285X	2008	16	2	2009	17	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333333530383133363538				fulltext		
The Journal of Laryngology & Otology	0022-2151	1748-5640	1889	3	2	1891	5	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333363937323931333836				fulltext		
The Journal of Laryngology & Otology	0022-2151	1748-5640	1913	28	9	1946	61	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333363937323931333836				fulltext		
The Journal of Laryngology & Otology	0022-2151	1748-5640	1948	62	1	1999	113	24	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333363937323931333836				fulltext		
The Journal of Laryngology and Rhinology	1755-1455		1887	1	1	1891	5	5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23363436383736353133				fulltext		
The Journal of Laryngology, Rhinology, and Otology	1755-1463		1892	6	1	1920	35	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332353435313530333136				fulltext		
The Journal of Medicine and Philosophy	0360-5310	1744-5019	1976	1	1	1995	20	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332323032303530333736				fulltext		
The Journal of Modern African Studies	0022-278X	1469-7777	1963	1	1	1996	34	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331383330343731343934				fulltext		
The Journal of Politics	0022-3816	1468-2508	1939	1	1	1999	61	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333363338343133353432				fulltext		
The Journal of the Australian Mathematical Society. Series B. Applied Mathematics	0334-2700		1975	19	1	2000	41	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331343234393932343735				fulltext		
The Journal of Theological Studies	0022-5185	1477-4607	1981	32	2	1981	32	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333303431363337313438				fulltext		
The Journal of Theological Studies	0022-5185	1477-4607	1983	34	1	1995	46	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333303431363337313438				fulltext		
The Journal of Transport History	00225266		1953	1	2	1953	1	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of Transport History	00225266		1956	2	4	1956	2	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of Transport History	00225266		1958	3	3	1958	3	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of Transport History	00225266		1960	4	3	1960	4	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of Transport History	00225266		1962	5	3	1966	7	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of Transport History	00225266		1971	1	1	1974	2	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of Transport History	00225266		1976	3	4	1977	4	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of Transport History	00225266		1979	5	1	1979	5	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of Transport History	00225266		1981	2	2	1984	5	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of Transport History	00225266		1986	7	1	1990	11	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of Transport History	00225266		1993	14	1	1999	20	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818687				fulltext		
The Journal of World Investment & Trade	1660-7112	2211-9000	2000	1	1	2009	10	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331353031363337343031				fulltext		
The Journals of Gerontology Series A: Biological Sciences and Medical Sciences	1079-5006	1758-535X	1995	50A	1	1995	50A	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23333832353332353539				fulltext		
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences	1079-5014	1758-5368	1995	50B	1	1995	50B	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333373839303636343636				fulltext		
The Knowledge Engineering Review	0269-8889	1469-8005	1984	1	1	1984	1	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332393533353837383933				fulltext		
The Knowledge Engineering Review	0269-8889	1469-8005	1987	2	1	1996	11	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332393533353837383933				fulltext		
The Law & Practice of International Courts and Tribunals	1569-1853	1571-8034	2002	1	1	2009	8	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23393631303833353538				fulltext		
The Legal History Review	0040-7585	1571-8190	1918	1	1	1918	1	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334313239333732353230				fulltext		
The Legal History Review	0040-7585	1571-8190	1920	1	2	1944	25	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334313239333732353230				fulltext		
The Legal History Review	0040-7585	1571-8190	1958	26	1	1958	30	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334313239333732353230				fulltext		
The Legal History Review	0040-7585	1571-8190	1965	33	1	2008	76	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334313239333732353230				fulltext		
The Leo Baeck Institute Yearbook	0075-8744	1758-437X	1956	1	1	1995	40	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313839343836393433				fulltext		
The Lichenologist	0024-2829	1096-1135	1958	1	1	2003	35	5-6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333383736303431373631				fulltext		
The Musical Quarterly	0027-4631	1741-8399	1989	73	1	1995	79	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333323439323636363430				fulltext		
The Nordic Journal of International Law	0902-7351	1571-8107	1998	67	2	1998	67	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23393532323133333039				fulltext		
The Opera Quarterly	0736-0053	1476-2870	1983	1	1	1995	11	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23353633303030323730				fulltext		
The Oral History Review	0094-0798	1533-8592	1973	1	1	1993	21	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334303637353030373433				fulltext		
The Oral History Review	0094-0798	1533-8592	1995	22	1	1995	22	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334303637353030373433				fulltext		
