publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
Journal of the Royal Asiatic Society of Great Britain & Ireland	1356-1863	1474-0591	1873	6	1	2000	10	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JRA.html				fulltext			
Journal of the Royal Institute of Chemistry	0368-3958		1950	74		1964	88	November	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/JI.html				fulltext			
Journal of the Royal Musical Association	0269-0403	1471-6933	1874	1	1	1911	38	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/roymus.html				fulltext			
Journal of the Royal Musical Association	0269-0403	1471-6933	1913	40	1	1984	111	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/roymus.html				fulltext			
Journal of the Royal Musical Association	0269-0403	1471-6933	1987	112	1	1995	120	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/roymus.html				fulltext			
Journal of the Society for Radiological Protection	0260-2814		1981	1	1	1987	7	4	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0260-2814.html				fulltext			
Journal of Tropical Ecology	0266-4674	1469-7831	1985	1	1	1997	13	6	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/TRO.html				fulltext			
Journal of Tropical Pediatrics	0142-6338	1465-3664	1955	1	1	1995	41	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/tropej.html				fulltext			
Journal of Urban Design	1357-4809	1469-9664	1996	1	1	1996	1	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cjud20.html				fulltext			
Journal of Urban Technology	1063-0732	1466-1853	1992	1	1	1996	3	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cjut20.html				fulltext			
Journal of Wine Research	0957-1264	1469-9672	1990	1	1	1996	7	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cjwr20.html				fulltext			
Jubilee of the Chemical Society			1891		Jubilee	1891		Jubilee	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/M1.html				fulltext			
Lab on a Chip	1473-0197	1473-0189	2001	1	1	2004	4	6	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/LC.html				fulltext			
Land Development Studies	0264-0821		1984	1	1	1990	7	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/rjpr19.html				fulltext			
Landscape Research	0142-6397	1469-9710	1968	1	1	1970	1	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/clar20.html				fulltext			
Landscape Research	0142-6397	1469-9710	1972	1	4	1996	21	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/clar20.html				fulltext			
Language and Speech	0023-8309		1958	1	1	2000	43	3	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/4127.html				fulltext			
Language in Society	0047-4045	1469-8013	1972	1	1	1997	26	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/LSY.html				fulltext			
Language Teaching	0261-4448	1475-3049	1968	1	1	2001	34	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/LTA.html				fulltext			
Language Variation and Change	0954-3945	1469-8021	1989	1	1	1998	10	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/LVC.html				fulltext			
Laser and Particle Beams	0263-0346		1983	1	1	1998	16	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/LPB.html				fulltext			
Legal Information Management	1472-6696	1741-2021	2001	1	1	2003	3	3-4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/LIM.html				fulltext			
Legal Theory	1352-3252	1469-8048	1995	1	1	1998	4	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/LEG.html				fulltext			
Leiden Journal of International Law	0922-1565	1478-9698	1988	1	1	1995	8	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/LJL.html				fulltext			
Life of Telford			1838	1	1838	1838	1	1838	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/ilotl.html				fulltext			
Literary & Linguistic Computing	0268-1145	1477-4615	1986	1	1	1995	10	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/litlin.html				fulltext			
Literary Review	0024-4589		1957	1	1	1996	39	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/5170.html				fulltext			
Literature & Theology	0269-1205	1477-4623	1987	1	1	1995	9	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/litthe.html				fulltext			
Local Economy	0269-0942	1470-9325	1986	1	1	1996	11	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/rlce20.html				fulltext			
Local Environment	1354-9839	1469-6711	1996	1	1	1996	1	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cloe20.html				fulltext			
Logic Journal of IGPL	1367-0751	1368-9894	1993	1	1	1995	3	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/igpl.html				fulltext			
Lusotopie	1257-0273	1768-3084	2005	12	1	2008	15	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/12570273.html				fulltext			
Mathematical Medicine and Biology	1477-8599	1477-8602	1984	1	1	1995	12	3-4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/imammb.html				fulltext			
Mathematical Proceedings of the Cambridge Philosophical Society	0305-0041	1469-8064	1924	22	1	1996	120	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PSP.html				fulltext			
Mathematical Structures in Computer Science	0960-1295	1469-8072	1991	1	1	1996	6	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/MSC.html				fulltext			
Measurement Science and Technology	0957-0233		1990	1	1	1998	9	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0957-0233.html				fulltext			
Medical Law Review	0967-0742	1464-3790	1993	1	1	1995	3	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/medlaw.html				fulltext			
Medieval Encounters	1380-7854	1570-0674	1995	1	1	2008	14	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/13807854.html				fulltext			
Medium aevum	0025-8385		1932	1		1947	16		http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/0020.html				fulltext			
Medium aevum	0025-8385		1949	18		1990	59		http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/0020.html				fulltext			
Memoirs and Proceedings of the Chemical Society			1841	1		1841	1		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/MP.html				fulltext			
Memoirs and Proceedings of the Chemical Society			1843	2		1843	2		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/MP.html				fulltext			
Memoirs and Proceedings of the Chemical Society			1845	3		1845	3		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/MP.html				fulltext			
Method && Theory in the Study of Religion	0943-3058	1570-0682	1989	1	1	2001	13	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09433058.html				fulltext			
Method && Theory in the Study of Religion	0943-3058	1570-0682	2004	16	1	2008	20	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09433058.html				fulltext			
Metrologia	0026-1394		1965	1	1	1998	35	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0026-1394.html				fulltext			
Middle East Journal	0026-3141		1947	1		1995	49	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1158.html				fulltext			
Mind	0026-4423	1460-2113	1876	os-1	1	1888	os-XIII	52	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/mind.html				fulltext			
Mind	0026-4423	1460-2113	1890	os-XV	57	1892	1	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/mind.html				fulltext			
Mind	0026-4423	1460-2113	1896	ns-5	18	1896	ns-5	18	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/mind.html				fulltext			
Mind	0026-4423	1460-2113	1956	65	1	1956	65	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/mind.html				fulltext			
Mind	0026-4423	1460-2113	1992	101	401	1995	104	416	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/mind.html				fulltext			
Minutes of the Proceedings (Institution of Civil Engineers)		1753-7843	1837	1	1837	1920	210	1920	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/imotp.html				fulltext			
Minutes of the Proceedings (Institution of Civil Engineers)		1753-7843	1922	213	1922	1935	240	1935	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/imotp.html				fulltext			
Mission Studies	0168-9789	1573-3831	1984	1	1	1997	14	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/01689789.html				fulltext			
Mission Studies	0168-9789	1573-3831	2000	17	1	2008	25	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/01689789.html				fulltext			
Mnemosyne	0026-7074		1948	1	1	2008	61	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00267074.html				fulltext			
Modelling and Simulation in Materials Science and Engineering	0965-0393		1992	1	1	1998	6	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0965-0393.html				fulltext			
Modern Asian Studies		1469-8099	1967	1	1	1997	31	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/ASS.html				fulltext			
Modern Fiction Studies	0026-7724		1955	1	1	1995	41	3	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/5040.html				fulltext			
Modern Judaism	0276-1114	1086-3273	1981	1	1	1995	15	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/modjud.html				fulltext			
Molecular biology and evolution	0737-4038		1994	11	5	1994	11	5	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/molbiolevol.html				fulltext			
Molecular Human Reproduction	1360-9947	1460-2407	1995	1	1	1995	1	8	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/molehr.html				fulltext			
Music and Letters	0027-4224	1477-4631	1943	24	1	1943	24	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/musicj.html				fulltext			
Music and Letters	0027-4224	1477-4631	1956	37	1	1956	37	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/musicj.html				fulltext			
Music and Letters	0027-4224	1477-4631	1960	41	1	1964	45	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/musicj.html				fulltext			
Music and Letters	0027-4224	1477-4631	1966	47	1	1966	47	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/musicj.html				fulltext			
Music and Letters	0027-4224	1477-4631	1975	56	1	1975	56	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/musicj.html				fulltext			
Music and Letters	0027-4224	1477-4631	1977	58	1	1995	76	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/musicj.html				fulltext			
Mutagenesis	0267-8357	1464-3804	1986	1	1	1995	10	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/mutage.html				fulltext			
NAN Nü	1387-6805	1568-5268	1999	1	1	2003	5	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/13876805.html				fulltext			
NAN Nü	1387-6805	1568-5268	2007	9	2	2007	9	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/13876805.html				fulltext			
Nanotechnology	0957-4484		1990	1	1	1998	9	4	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0957-4484.html				fulltext			
Natural Language Engineering	1351-3249	1469-8110	1995	1	1	1995	1	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/NLE.html				fulltext			
Natural Product Reports	0265-0568	1460-4752	1984	1	1	2004	21	6	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/NP.html				fulltext			
Negro History Bulletin	0028-2529		1937	1	1	1987	50	2	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/3188.html				fulltext			
Nematology	1388-5545	1568-5411	1999	1	1	2008	10	6	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/13885545.html				fulltext			
Nephrology Dialysis Transplantation	0931-0509	1460-2385	1986	1	1	1995	10	12	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ndt.html				fulltext			
Netherlands International Law Review		1741-6191	1953	1	1	1953	1	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/NLR.html				fulltext			
Netherlands International Law Review		1741-6191	1955	2	1	2002	49	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/NLR.html				fulltext			
Netherlands Journal of Zoology	0028-2960		1967	18	1	2003	52	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00282960.html				fulltext			
Netherlands Yearbook of International Law	0167-6768	1574-0951	1970	1		2003	34		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/NYL.html				fulltext			
Network: Computation in Neural Systems			1990	1	1	1998	9	4	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0954-898X.html				fulltext			
New Journal of Chemistry	1144-0546	1369-9261	1998	22	1	2004	28	12	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/NJ.html				fulltext			
New Journal of Physics	1367-2630		1998	1	1	1998	1	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1367-2630.html				fulltext			
New Testament Studies	0028-6885	1469-8145	1954	1	1	1998	44	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/NTS.html				fulltext			
New Theatre Quarterly		1474-0613	1985	1	1	2001	17	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/NTQ.html				fulltext			
New York Times Current History of the European War	1932-7064		1914	1	1	1921	15	3	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/8730.html				fulltext			
New York Times Current History of the European War	1932-7064		1923	17	4	1941	53	1	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/8730.html				fulltext			
Newsletter, European Labor and Working Class History	0147-5479	1471-6445	1972	1		1998	54		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/ILW.html				fulltext			
Non-State Actors and International Law	1567-7125	1571-8077	2001	1	1	2005	5	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/15677125.html				fulltext			
Nonlinearity	0951-7715		1988	1	1	1998	11	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0951-7715.html				fulltext			
Nordic Journal of International Law	0902-7351	1571-8107	1947	18	1	1947	18	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09027351.html				fulltext			
Nordic Journal of International Law	0902-7351	1571-8107	1949	19	1	1959	29	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09027351.html				fulltext			
Nordic Journal of International Law	0902-7351	1571-8107	1986	55	1	1991	60	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09027351.html				fulltext			
Nordic Journal of International Law	0902-7351	1571-8107	1994	63	1	2008	77	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09027351.html				fulltext			
Nordic Journal of Linguistics	0332-5865	1502-4717	1978	1	1	2002	25	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/NJL.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1926	1	1	1928	2	8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1930	3	1	1930	3	5-8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1932	4	1-3	1933	4	8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1935	5	1	1936	6	8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1938	7	1	1938	7	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1940	8	1-2	1946	11	7-8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1948	12	1	1948	12	7-8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1951	13	1-2	1951	13	3-8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1954	14	1-4	1954	14	7-8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1956	15	1-2	1957	16	1-8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1959	17	1-4	1959	17	5-8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1961	18	1-2	1961	18	7-8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1963	19	1-2	1963	19	7-8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1965	20	1-2	1965	20	8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	0029-1951	1502-5292	1967	21	1	1996	50	3-4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/sgeo20.html				fulltext			
Notes and Queries	0029-3970	1471-6941							http://www.jiscjournalarchives.ac.uk/browse/notes/index.html				fulltext			
Notes and Queries	0029-3970	1471-6941	1849	s1-I	1	1926	151	26	http://www.jiscjournalarchives.ac.uk/browse/notes/index.html				fulltext			
Notes and Queries	0029-3970	1471-6941	1929	156	1	1930	158	26	http://www.jiscjournalarchives.ac.uk/browse/notes/index.html				fulltext			
Notes and Queries	0029-3970	1471-6941	1934	167	26	1934	167	26	http://www.jiscjournalarchives.ac.uk/browse/notes/index.html				fulltext			
Notes and Queries	0029-3970	1471-6941	1937	172	1	1952	197	26	http://www.jiscjournalarchives.ac.uk/browse/notes/index.html				fulltext			
Notes and Queries	0029-3970	1471-6941	1954	199	mar	1954	199	feb	http://www.jiscjournalarchives.ac.uk/browse/notes/index.html				fulltext			
Notes and Queries	0029-3970	1471-6941	1956	3	1	1956	3	12	http://www.jiscjournalarchives.ac.uk/browse/notes/index.html				fulltext			
Notes and Queries	0029-3970	1471-6941	1959	6	6	1976	23	12	http://www.jiscjournalarchives.ac.uk/browse/notes/index.html				fulltext			
Notes and Queries	0029-3970	1471-6941	1979	26	1	1985	32	4	http://www.jiscjournalarchives.ac.uk/browse/notes/index.html				fulltext			
Notes and Queries	0029-3970	1471-6941	1987	ns-34	2	1995	42	3	http://www.jiscjournalarchives.ac.uk/browse/notes/index.html				fulltext			
Nouvelle Revue d'Optique	0335-7368		1973	4	1	1976	7	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0335-7368.html				fulltext			
Nouvelle Revue d'Optique Appliquée	0029-4780		1970	1	1	1972	3	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0029-4780.html				fulltext			
Novum Testamentum	0048-1009	1568-5365	1956	1	2	1960	4	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00481009.html				fulltext			
Novum Testamentum	0048-1009	1568-5365	1962	5	1	2008	50	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00481009.html				fulltext			
Nuclear Fusion	0029-5515		1992	32	1	1998	38	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0029-5515.html				fulltext			
Nucleic Acids Research	0305-1048	1362-4962	1974	1	1	1995	23	24	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/nar.html				fulltext			
Numen	0029-5973	1568-5276	1954	1	1	2008	55	5	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00295973.html				fulltext			
Nutrition Research Reviews	0954-4224	1475-2700	1988	1	1	2004	17	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/NRR.html				fulltext			
Nutrition Research Reviews	0954-4224	1475-2700	2010	23	1	2010	23	1	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/NRR.html				fulltext			
Occupational Medicine	0962-7480	1471-8405	1948	os-1	1	1949	os-1	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/occumed.html				fulltext			
Occupational Medicine	0962-7480	1471-8405	1951	1	1	1995	45	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/occumed.html				fulltext			
Oceania	0029-8077		1930	1		1996	66	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/4147.html				fulltext			
Organic & Biomolecular Chemistry	1477-0520	1477-0539	2003	1	1	2004	2	24	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/OB.html				fulltext			
Oryx	0030-6053	1365-3008	1950	1	1	2001	35	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/ORX.html				fulltext			
Oxford Art Journal	0142-6540	1741-7287	1978	1	1	1995	18	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/oxartj.html				fulltext			
Oxford Economic Papers	0030-7653	1464-3812	1938	os-1	1	1942	os-6	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/oxepap.html				fulltext			
Oxford Economic Papers	0030-7653	1464-3812	1945	os-7	1	1945	os-7	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/oxepap.html				fulltext			
Oxford Economic Papers	0030-7653	1464-3812	1947	os-8	1	1947	os-8	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/oxepap.html				fulltext			
Oxford Economic Papers	0030-7653	1464-3812	1949	1	1	1954	6	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/oxepap.html				fulltext			
Oxford Economic Papers	0030-7653	1464-3812	1956	8	1	1995	47	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/oxepap.html				fulltext			
Oxford Journal of Legal Studies	0143-6503	1464-3820	1981	1	1	1995	15	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/oxjlsj.html				fulltext			
Oxford Review of Economic Policy		1460-2121	1985	1	1	1995	11	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/oxrep.html				fulltext			
Parasitology	0031-1820	1469-8161	1908	1	1	1996	113	6	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PAR.html				fulltext			
Parliamentary Affairs	0031-2290	1460-2482	1965	19	1	1974	28	1974sep	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/parlij.html				fulltext			
Parliamentary Affairs	0031-2290	1460-2482	1978	32	1	1979	33	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/parlij.html				fulltext			
Parliamentary Affairs	0031-2290	1460-2482	1983	36	1	1995	48	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/parlij.html				fulltext			
Past & Present	0031-2746		1952	1	1	1995	149	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/past.html				fulltext			
PCCP (Physical Chemistry Chemical Physics)	1463-9076	1463-9084	1999	1	1	2004	6	24-0	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/CP.html				fulltext			
Pedagogical Seminary	0022-1325		1891	1	1	1892	2	1	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/3284.html				fulltext			
Pedagogical Seminary	0022-1325		1894	3	1	1898	6		http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/3284.html				fulltext			
Pedagogical Seminary	0022-1325		1900	7		1995	156	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/3284.html				fulltext			
Perspectives on Global Development and Technology	1569-1500	1569-1497	2000	16	1	2008	7	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/15691500.html				fulltext			
Philological Quarterly	0031-7977		1922	1		1990	69	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1180.html				fulltext			
Philosophia Mathematica	0031-8019	1744-6406	1993	1	1	1995	3	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/philmat.html				fulltext			
Philosophy	0031-8191		1926	1	1	1997	72	282	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PHI.html				fulltext			
Philosophy Today	0031-8256		1957	1	1	1995	39	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/5116.html				fulltext			
Phonology	0952-6757	1469-8188	1988	5	1	1989	6	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PHO.html				fulltext			
Phonology	0952-6757	1469-8188	1991	8	1	1996	13	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PHO.html				fulltext			
Photochemical & Photobiological Sciences		1474-9092	2002	1	1	2004	3	11-12	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/PP.html				fulltext			
Phronesis: A journal for Ancient Philosophy	0031-8868	1568-5284	1955	1	1	1955	1	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00318868.html				fulltext			
Phronesis: A journal for Ancient Philosophy	0031-8868	1568-5284	1957	2	1	2008	53	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00318868.html				fulltext			
PhysChemComm		1460-2733	1998	1	1	2003	6	16	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/QU.html				fulltext			
Physics Education	0031-9120		1966	1	1	1998	33	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0031-9120.html				fulltext			
Physics in Medicine and Biology	0031-9155		1956	1	1	1998	43	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0031-9155.html				fulltext			
Physics in Technology	0305-4624		1973	4	1	1988	19	5-6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0305-4624.html				fulltext			
Physiological Measurement	0967-3334		1993	14	1	1998	19	4	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0967-3334.html				fulltext			
Plainsong and Medieval Music	0961-1371	1474-0087	1992	1	1	1999	8	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PMM.html				fulltext			
Planning Outlook	0032-0714		1966	1	1-2	1979	22	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cjep19.html				fulltext			
Planning Outlook	0032-0714		1981	23	1	1991	34	2	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cjep19.html				fulltext			
Planning Perspectives	0266-5433	1466-4518	1986	1	1	1996	11	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/rppe20.html				fulltext			
Planning Practice and Research	0269-7459	1360-0583	1986	1	1	1996	11	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cppr20.html				fulltext			
Plant and Cell Physiology	0032-0781	1471-9053	1959	1	1	1995	36	8	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/pcellphys.html				fulltext			
Plasma Physics	0032-1028		1967	9	1	1983	25	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0032-1028.html				fulltext			
Plasma Physics and Controlled Fusion	0741-3335		1984	26	1B	1998	40	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0741-3335.html				fulltext			
Plasma Sources Science and Technology	0963-0252		1992	1	1	1998	7	4	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0963-0252.html				fulltext			
Pneuma	0272-0965	1570-0747	1979	1	1	2008	30	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/02720965.html				fulltext			
